player,nation,pos,squad,born,90s,cmp_total,att_total,cmp_perc_total,tot_dist_total,prg_dist_total,cmp_short,att_short,cmp_perc_short,cmp_medium,att_medium,cmp_perc_medium,cmp_long,att_long,cmp_perc_long,ast,ppa,crs_pa,prog,year,league 
Pape Souaré,sn SEN,DF,Crystal Palace,1990,33.5,,,,,,,,,,,,,,,1,,,,2015,English
Julián Speroni,ar ARG,GK,Crystal Palace,1979,2,,,,,,,,,,,,,,,0,,,,2015,English
Junior Stanislas,eng ENG,MF,Bournemouth,1989,15.9,,,,,,,,,,,,,,,2,,,,2015,English
Maarten Stekelenburg,nl NED,GK,Southampton,1982,17,,,,,,,,,,,,,,,0,,,,2015,English
Raheem Sterling,eng ENG,MF,Manchester City,1994,21.3,,,,,,,,,,,,,,,2,,,,2015,English
Jamie Sterry,eng ENG,DF,Newcastle Utd,1995,0.1,,,,,,,,,,,,,,,0,,,,2015,English
Kevin Stewart,eng ENG,MF,Liverpool,1993,6.3,,,,,,,,,,,,,,,0,,,,2015,English
John Stones,eng ENG,DF,Everton,1994,30.9,,,,,,,,,,,,,,,0,,,,2015,English
Daniel Sturridge,eng ENG,FW,Liverpool,1989,10.9,,,,,,,,,,,,,,,1,,,,2015,English
Mario Suárez,es ESP,MF,Watford,1987,8.3,,,,,,,,,,,,,,,0,,,,2015,English
Ki Sung-yueng,kr KOR,MF,Swansea City,1989,20.6,,,,,,,,,,,,,,,1,,,,2015,English
Andrew Surman,eng ENG,MF,Bournemouth,1986,38,,,,,,,,,,,,,,,3,,,,2015,English
Du_an Tadi_,rs SRB,"MF,FW",Southampton,1988,25.3,,,,,,,,,,,,,,,12,,,,2015,English
Matt Targett,eng ENG,"DF,MF",Southampton,1995,11.9,,,,,,,,,,,,,,,1,,,,2015,English
Neil Taylor,wal WAL,DF,Swansea City,1989,32.7,,,,,,,,,,,,,,,1,,,,2015,English
Patrick van Aanholt,nl NED,DF,Sunderland,1990,25.6,,,,,,,,,,,,,,,5,,,,2014,English
Rolando Aarons,eng ENG,MF,Newcastle Utd,1995,1.5,,,,,,,,,,,,,,,0,,,,2014,English
Mehdi Abeid,dz ALG,MF,Newcastle Utd,1992,7.4,,,,,,,,,,,,,,,0,,,,2014,English
Charlie Adam,sco SCO,MF,Stoke City,1985,16.8,,,,,,,,,,,,,,,1,,,,2014,English
Emmanuel Adebayor,tg TOG,FW,Tottenham,1984,9,,,,,,,,,,,,,,,1,,,,2014,English
Adrián,es ESP,GK,West Ham,1987,37.7,,,,,,,,,,,,,,,0,,,,2014,English
Gabby Agbonlahor,eng ENG,"FW,MF",Aston Villa,1986,29.9,,,,,,,,,,,,,,,1,,,,2014,English
Sergio Agüero,ar ARG,FW,Manchester City,1988,28.1,,,,,,,,,,,,,,,8,,,,2014,English
Nathan Aké,nl NED,"DF,MF",Chelsea,1995,0.2,,,,,,,,,,,,,,,0,,,,2014,English
Chuba Akpom,eng ENG,FW,Arsenal,1995,0.3,,,,,,,,,,,,,,,0,,,,2014,English
Marc Albrighton,eng ENG,"FW,MF",Leicester City,1989,11.5,,,,,,,,,,,,,,,3,,,,2014,English
Antolín Alcaraz,py PAR,DF,Everton,1982,5.9,,,,,,,,,,,,,,,0,,,,2014,English
Toby Alderweireld,be BEL,DF,Southampton,1989,25.1,,,,,,,,,,,,,,,0,,,,2014,English
Joe Allen,wal WAL,MF,Liverpool,1990,16.3,,,,,,,,,,,,,,,0,,,,2014,English
Jak Alnwick,eng ENG,GK,Newcastle Utd,1993,5.5,,,,,,,,,,,,,,,0,,,,2014,English
Jozy Altidore,us USA,FW,Sunderland,1989,3.5,,,,,,,,,,,,,,,0,,,,2014,English
Sone Aluko,ng NGA,"FW,MF",Hull City,1989,13.8,,,,,,,,,,,,,,,0,,,,2014,English
Ricky Álvarez,ar ARG,MF,Sunderland,1988,5.5,,,,,,,,,,,,,,,0,,,,2014,English
Morgan Amalfitano,fr FRA,MF,West Ham,1985,13.2,,,,,,,,,,,,,,,1,,,,2014,English
Jordi Amat,es ESP,DF,Swansea City,1992,6.5,,,,,,,,,,,,,,,0,,,,2014,English
Sammy Ameobi,eng ENG,"FW,MF",Newcastle Utd,1992,15.8,,,,,,,,,,,,,,,2,,,,2014,English
Shola Ameobi,ng NGA,FW,Crystal Palace,1981,0.5,,,,,,,,,,,,,,,0,,,,2014,English
Anderson,br BRA,MF,Manchester Utd,1988,0.2,,,,,,,,,,,,,,,0,,,,2014,English
Victor Anichebe,ng NGA,FW,West Brom,1988,11.5,,,,,,,,,,,,,,,1,,,,2014,English
Vurnon Anita,nl NED,"DF,MF",Newcastle Utd,1989,14.1,,,,,,,,,,,,,,,0,,,,2014,English
Scott Arfield,ca CAN,MF,Burnley,1988,35.6,,,,,,,,,,,,,,,2,,,,2014,English
Adam Armstrong,eng ENG,"FW,MF",Newcastle Utd,1997,2.3,,,,,,,,,,,,,,,1,,,,2014,English
Marko Arnautovi_,at AUT,"FW,MF",Stoke City,1989,21.3,,,,,,,,,,,,,,,5,,,,2014,English
Mikel Arteta,es ESP,MF,Arsenal,1982,5,,,,,,,,,,,,,,,1,,,,2014,English
Oussama Assaidi,ma MAR,"FW,MF",Stoke City,1988,2.6,,,,,,,,,,,,,,,1,,,,2014,English
Christian Atsu,gh GHA,"FW,MF",Everton,1992,1.3,,,,,,,,,,,,,,,1,,,,2014,English
Charlie Austin,eng ENG,FW,QPR,1989,34.1,,,,,,,,,,,,,,,6,,,,2014,English
César Azpilicueta,es ESP,DF,Chelsea,1989,27.6,,,,,,,,,,,,,,,3,,,,2014,English
Leandro Bacuna,cw CUW,"DF,MF",Aston Villa,1991,10.9,,,,,,,,,,,,,,,5,,,,2014,English
Leighton Baines,eng ENG,DF,Everton,1984,30.8,,,,,,,,,,,,,,,9,,,,2014,English
Chris Baird,nir NIR,"DF,MF",West Brom,1982,9,,,,,,,,,,,,,,,0,,,,2014,English
Nathan Baker,eng ENG,DF,Aston Villa,1991,8.5,,,,,,,,,,,,,,,0,,,,2014,English
Mario Balotelli,it ITA,FW,Liverpool,1990,10.4,,,,,,,,,,,,,,,0,,,,2014,English
Barry Bannan,sco SCO,MF,Crystal Palace,1989,1.5,,,,,,,,,,,,,,,0,,,,2014,English
Phil Bardsley,sco SCO,DF,Stoke City,1985,23.1,,,,,,,,,,,,,,,1,,,,2014,English
Ross Barkley,eng ENG,MF,Everton,1993,21.8,,,,,,,,,,,,,,,2,,,,2014,English
Ashley Barnes,eng ENG,FW,Burnley,1989,26.8,,,,,,,,,,,,,,,2,,,,2014,English
Modou Barrow,gm GAM,"FW,MF",Swansea City,1992,3.2,,,,,,,,,,,,,,,1,,,,2014,English
Gareth Barry,eng ENG,MF,Everton,1981,31.4,,,,,,,,,,,,,,,2,,,,2014,English
Kyle Bartley,eng ENG,DF,Swansea City,1991,7,,,,,,,,,,,,,,,0,,,,2014,English
Joey Barton,eng ENG,MF,QPR,1982,26.1,,,,,,,,,,,,,,,3,,,,2014,English
Asmir Begovi_,ba BIH,GK,Stoke City,1987,35,,,,,,,,,,,,,,,0,,,,2014,English
Héctor Bellerín,es ESP,"DF,MF",Arsenal,1995,17.4,,,,,,,,,,,,,,,1,,,,2014,English
Hatem Ben Arfa,fr FRA,"FW,MF",Hull City,1987,4.3,,,,,,,,,,,,,,,0,,,,2014,English
Darren Bent,eng ENG,FW,Aston Villa,1984,0.9,,,,,,,,,,,,,,,0,,,,2014,English
Nabil Bentaleb,dz ALG,MF,Tottenham,1994,24.4,,,,,,,,,,,,,,,2,,,,2014,English
Christian Benteke,be BEL,FW,Aston Villa,1990,26.4,,,,,,,,,,,,,,,2,,,,2014,English
Saido Berahino,bi BDI,"FW,MF",West Brom,1993,32.5,,,,,,,,,,,,,,,1,,,,2014,English
Ryan Bertrand,eng ENG,"DF,MF",Southampton,1989,33.9,,,,,,,,,,,,,,,2,,,,2014,English
Muhamed Be_i_,ba BIH,"DF,MF",Everton,1992,14.3,,,,,,,,,,,,,,,0,,,,2014,English
Mame Biram Diouf,sn SEN,"FW,MF",Stoke City,1987,27,,,,,,,,,,,,,,,3,,,,2014,English
Tyler Blackett,eng ENG,DF,Manchester Utd,1994,7.3,,,,,,,,,,,,,,,0,,,,2014,English
Sebastián Blanco,ar ARG,"FW,MF",West Brom,1988,0.4,,,,,,,,,,,,,,,0,,,,2014,English
Daley Blind,nl NED,"DF,MF",Manchester Utd,1990,24.1,,,,,,,,,,,,,,,2,,,,2014,English
Yannick Bolasie,cd COD,"FW,MF",Crystal Palace,1989,30.8,,,,,,,,,,,,,,,6,,,,2014,English
Wilfried Bony,ci CIV,FW,Swansea City,1988,14.4,,,,,,,,,,,,,,,2,,,,2014,English
Wilfried Bony,ci CIV,FW,Manchester City,1988,3.4,,,,,,,,,,,,,,,1,,,,2014,English
Fabio Borini,it ITA,"FW,MF",Liverpool,1991,4.4,,,,,,,,,,,,,,,1,,,,2014,English
Dedryck Boyata,be BEL,DF,Manchester City,1990,1,,,,,,,,,,,,,,,0,,,,2014,English
George Boyd,sco SCO,"FW,MF",Hull City,1985,0.1,,,,,,,,,,,,,,,0,,,,2014,English
George Boyd,sco SCO,"FW,MF",Burnley,1985,33.4,,,,,,,,,,,,,,,2,,,,2014,English
Robbie Brady,ie IRL,"DF,FW",Hull City,1992,19.5,,,,,,,,,,,,,,,2,,,,2014,English
Liam Bridcutt,sco SCO,"DF,MF",Sunderland,1989,10.1,,,,,,,,,,,,,,,2,,,,2014,English
Leon Britton,eng ENG,MF,Swansea City,1982,5.9,,,,,,,,,,,,,,,0,,,,2014,English
Izzy Brown,eng ENG,"FW,MF",Chelsea,1997,0.1,,,,,,,,,,,,,,,0,,,,2014,English
Wes Brown,eng ENG,DF,Sunderland,1979,22.1,,,,,,,,,,,,,,,0,,,,2014,English
Tyias Browning,eng ENG,DF,Everton,1994,0.3,,,,,,,,,,,,,,,0,,,,2014,English
Alex Bruce,nir NIR,DF,Hull City,1984,16.1,,,,,,,,,,,,,,,1,,,,2014,English
Chris Brunt,nir NIR,"DF,MF",West Brom,1984,32.2,,,,,,,,,,,,,,,9,,,,2014,English
Will Buckley,eng ENG,"FW,MF",Sunderland,1989,9.7,,,,,,,,,,,,,,,2,,,,2014,English
Reece Burke,eng ENG,DF,West Ham,1996,4.6,,,,,,,,,,,,,,,0,,,,2014,English
Jack Butland,eng ENG,GK,Stoke City,1993,3,,,,,,,,,,,,,,,0,,,,2014,English
Willy Caballero,ar ARG,GK,Manchester City,1981,2,,,,,,,,,,,,,,,0,,,,2014,English
Rémy Cabella,fr FRA,"FW,MF",Newcastle Utd,1990,21.6,,,,,,,,,,,,,,,2,,,,2014,English
Gary Cahill,eng ENG,DF,Chelsea,1985,33.2,,,,,,,,,,,,,,,1,,,,2014,English
Esteban Cambiasso,ar ARG,MF,Leicester City,1980,26.8,,,,,,,,,,,,,,,1,,,,2014,English
Geoff Cameron,us USA,"DF,MF",Stoke City,1985,23.8,,,,,,,,,,,,,,,1,,,,2014,English
Fraizer Campbell,eng ENG,FW,Crystal Palace,1987,13,,,,,,,,,,,,,,,0,,,,2014,English
Joel Campbell,cr CRC,"FW,MF",Arsenal,1992,0.5,,,,,,,,,,,,,,,0,,,,2014,English
Emre Can,de GER,"DF,MF",Liverpool,1994,22.9,,,,,,,,,,,,,,,0,,,,2014,English
Étienne Capoue,fr FRA,MF,Tottenham,1988,10,,,,,,,,,,,,,,,0,,,,2014,English
Michael Carrick,eng ENG,MF,Manchester Utd,1981,16.2,,,,,,,,,,,,,,,2,,,,2014,English
Andy Carroll,eng ENG,FW,West Ham,1989,11.4,,,,,,,,,,,,,,,1,,,,2014,English
Tom Carroll,eng ENG,MF,Swansea City,1992,7.7,,,,,,,,,,,,,,,0,,,,2014,English
Lee Cattermole,eng ENG,MF,Sunderland,1988,26.2,,,,,,,,,,,,,,,0,,,,2014,English
Steven Caulker,eng ENG,DF,QPR,1991,33.5,,,,,,,,,,,,,,,0,,,,2014,English
Santi Cazorla,es ESP,MF,Arsenal,1984,33.2,,,,,,,,,,,,,,,11,,,,2014,English
Petr _ech,cz CZE,GK,Chelsea,1982,6.7,,,,,,,,,,,,,,,0,,,,2014,English
Nacer Chadli,be BEL,"FW,MF",Tottenham,1989,26.7,,,,,,,,,,,,,,,5,,,,2014,English
Nathaniel Chalobah,eng ENG,"DF,MF",Burnley,1994,0.8,,,,,,,,,,,,,,,0,,,,2014,English
Marouane Chamakh,ma MAR,FW,Crystal Palace,1984,12.8,,,,,,,,,,,,,,,0,,,,2014,English
Calum Chambers,eng ENG,"DF,MF",Arsenal,1995,17.5,,,,,,,,,,,,,,,0,,,,2014,English
James Chester,wal WAL,DF,Hull City,1989,20.8,,,,,,,,,,,,,,,0,,,,2014,English
Vlad Chiriche_,ro ROU,DF,Tottenham,1989,7.9,,,,,,,,,,,,,,,0,,,,2014,English
Andreas Christensen,dk DEN,DF,Chelsea,1996,0.1,,,,,,,,,,,,,,,0,,,,2014,English
Lee Chung-yong,kr KOR,"FW,MF",Crystal Palace,1988,1,,,,,,,,,,,,,,,0,,,,2014,English
Papiss Cissé,sn SEN,FW,Newcastle Utd,1985,12.9,,,,,,,,,,,,,,,1,,,,2014,English
Aly Cissokho,fr FRA,DF,Aston Villa,1987,23.6,,,,,,,,,,,,,,,0,,,,2014,English
Ciaran Clark,ie IRL,"DF,MF",Aston Villa,1989,22.1,,,,,,,,,,,,,,,2,,,,2014,English
Tom Cleverley,eng ENG,MF,Manchester Utd,1989,1,,,,,,,,,,,,,,,0,,,,2014,English
Tom Cleverley,eng ENG,MF,Aston Villa,1989,27.9,,,,,,,,,,,,,,,0,,,,2014,English
Gaël Clichy,fr FRA,DF,Manchester City,1985,22.9,,,,,,,,,,,,,,,3,,,,2014,English
Nathaniel Clyne,eng ENG,DF,Southampton,1991,35,,,,,,,,,,,,,,,0,,,,2014,English
Sebastián Coates,uy URU,DF,Sunderland,1990,9.1,,,,,,,,,,,,,,,0,,,,2014,English
Jack Colback,eng ENG,MF,Newcastle Utd,1989,34.8,,,,,,,,,,,,,,,6,,,,2014,English
Carlton Cole,eng ENG,FW,West Ham,1983,10.1,,,,,,,,,,,,,,,0,,,,2014,English
Joe Cole,eng ENG,MF,Aston Villa,1981,3.2,,,,,,,,,,,,,,,1,,,,2014,English
Séamus Coleman,ie IRL,"DF,MF",Everton,1988,34.1,,,,,,,,,,,,,,,2,,,,2014,English
James Collins,wal WAL,DF,West Ham,1983,20.9,,,,,,,,,,,,,,,0,,,,2014,English
Fabricio Coloccini,ar ARG,"DF,MF",Newcastle Utd,1982,31.5,,,,,,,,,,,,,,,0,,,,2014,English
Brandon Comley,ms MSR,MF,QPR,1995,0.1,,,,,,,,,,,,,,,0,,,,2014,English
Francis Coquelin,fr FRA,"DF,MF",Arsenal,1991,18.5,,,,,,,,,,,,,,,0,,,,2014,English
Jack Cork,eng ENG,"DF,MF",Swansea City,1989,14.7,,,,,,,,,,,,,,,0,,,,2014,English
Jack Cork,eng ENG,"DF,MF",Southampton,1989,5.3,,,,,,,,,,,,,,,0,,,,2014,English
Diego Costa,es ESP,FW,Chelsea,1988,23,,,,,,,,,,,,,,,3,,,,2014,English
Thibaut Courtois,be BEL,GK,Chelsea,1992,31.3,,,,,,,,,,,,,,,0,,,,2014,English
Philippe Coutinho,br BRA,"FW,MF",Liverpool,1992,31,,,,,,,,,,,,,,,5,,,,2014,English
Aaron Cresswell,eng ENG,"DF,MF",West Ham,1989,38,,,,,,,,,,,,,,,4,,,,2014,English
Peter Crouch,eng ENG,FW,Stoke City,1981,18.7,,,,,,,,,,,,,,,2,,,,2014,English
Juan Cuadrado,co COL,"DF,FW",Chelsea,1988,3.5,,,,,,,,,,,,,,,0,,,,2014,English
Scott Dann,eng ENG,DF,Crystal Palace,1987,32.4,,,,,,,,,,,,,,,3,,,,2014,English
Jason Davidson,au AUS,"DF,MF",West Brom,1991,1.1,,,,,,,,,,,,,,,0,,,,2014,English
Ben Davies,wal WAL,DF,Tottenham,1993,9.9,,,,,,,,,,,,,,,1,,,,2014,English
Curtis Davies,eng ENG,DF,Hull City,1985,20.1,,,,,,,,,,,,,,,0,,,,2014,English
Kelvin Davis,eng ENG,GK,Southampton,1976,6.9,,,,,,,,,,,,,,,0,,,,2014,English
Steven Davis,nir NIR,MF,Southampton,1985,29.3,,,,,,,,,,,,,,,2,,,,2014,English
Craig Dawson,eng ENG,DF,West Brom,1990,28.8,,,,,,,,,,,,,,,0,,,,2014,English
Michael Dawson,eng ENG,DF,Hull City,1983,27,,,,,,,,,,,,,,,0,,,,2014,English
Ritchie De Laet,be BEL,DF,Leicester City,1988,20.9,,,,,,,,,,,,,,,1,,,,2014,English
Mathieu Debuchy,fr FRA,DF,Arsenal,1985,8.9,,,,,,,,,,,,,,,0,,,,2014,English
Jermain Defoe,eng ENG,FW,Sunderland,1982,16.1,,,,,,,,,,,,,,,0,,,,2014,English
Damien Delaney,ie IRL,DF,Crystal Palace,1981,27,,,,,,,,,,,,,,,0,,,,2014,English
Fabian Delph,eng ENG,"DF,MF",Aston Villa,1989,27,,,,,,,,,,,,,,,3,,,,2014,English
Mousa Dembélé,be BEL,MF,Tottenham,1987,12.7,,,,,,,,,,,,,,,1,,,,2014,English
Guy Demel,ci CIV,"DF,MF",West Ham,1981,2.9,,,,,,,,,,,,,,,0,,,,2014,English
Martín Demichelis,ar ARG,"DF,MF",Manchester City,1980,28.5,,,,,,,,,,,,,,,0,,,,2014,English
Ángel Di María,ar ARG,"FW,MF",Manchester Utd,1988,18.2,,,,,,,,,,,,,,,10,,,,2014,English
Mohamed Diamé,sn SEN,MF,West Ham,1987,0.6,,,,,,,,,,,,,,,0,,,,2014,English
Mohamed Diamé,sn SEN,MF,Hull City,1987,9.7,,,,,,,,,,,,,,,0,,,,2014,English
Eric Dier,eng ENG,"DF,MF",Tottenham,1994,25.5,,,,,,,,,,,,,,,2,,,,2014,English
Sylvain Distin,fr FRA,DF,Everton,1977,12,,,,,,,,,,,,,,,0,,,,2014,English
Graham Dorrans,sco SCO,"FW,MF",West Brom,1987,17.6,,,,,,,,,,,,,,,3,,,,2014,English
Michael Doughty,wal WAL,MF,QPR,1992,0.6,,,,,,,,,,,,,,,0,,,,2014,English
Stewart Downing,eng ENG,"FW,MF",West Ham,1984,36.8,,,,,,,,,,,,,,,8,,,,2014,English
Kevin Doyle,ie IRL,FW,Crystal Palace,1983,0.4,,,,,,,,,,,,,,,0,,,,2014,English
Danny Drinkwater,eng ENG,MF,Leicester City,1990,16.5,,,,,,,,,,,,,,,0,,,,2014,English
Didier Drogba,ci CIV,FW,Chelsea,1978,9.7,,,,,,,,,,,,,,,1,,,,2014,English
Michael Duff,nir NIR,DF,Burnley,1978,20.1,,,,,,,,,,,,,,,0,,,,2014,English
Paul Dummett,wal WAL,DF,Newcastle Utd,1991,23.4,,,,,,,,,,,,,,,0,,,,2014,English
Richard Dunne,ie IRL,DF,QPR,1979,20.8,,,,,,,,,,,,,,,0,,,,2014,English
Nathan Dyer,eng ENG,"FW,MF",Swansea City,1987,20.7,,,,,,,,,,,,,,,3,,,,2014,English
Edin D_eko,ba BIH,FW,Manchester City,1986,10.4,,,,,,,,,,,,,,,2,,,,2014,English
Eljero Elia,nl NED,"FW,MF",Southampton,1987,8.7,,,,,,,,,,,,,,,0,,,,2014,English
Rob Elliot,ie IRL,GK,Newcastle Utd,1986,2.5,,,,,,,,,,,,,,,0,,,,2014,English
Ahmed Elmohamady,eg EGY,"DF,MF",Hull City,1987,38,,,,,,,,,,,,,,,5,,,,2014,English
Marvin Emnes,nl NED,"FW,MF",Swansea City,1988,5.7,,,,,,,,,,,,,,,0,,,,2014,English
José Enrique,es ESP,DF,Liverpool,1986,2.3,,,,,,,,,,,,,,,0,,,,2014,English
Christian Eriksen,dk DEN,"FW,MF",Tottenham,1992,34.8,,,,,,,,,,,,,,,2,,,,2014,English
Samuel Eto'o,cm CMR,FW,Everton,1981,8.7,,,,,,,,,,,,,,,1,,,,2014,English
Jonny Evans,nir NIR,DF,Manchester Utd,1988,12.1,,,,,,,,,,,,,,,0,,,,2014,English
_ukasz Fabia_ski,pl POL,GK,Swansea City,1985,36.8,,,,,,,,,,,,,,,0,,,,2014,English
Cesc Fàbregas,es ESP,"FW,MF",Chelsea,1987,32,,,,,,,,,,,,,,,18,,,,2014,English
Radamel Falcao,co COL,FW,Manchester Utd,1986,14.3,,,,,,,,,,,,,,,4,,,,2014,English
Alejandro Faurlín,ar ARG,MF,QPR,1986,1,,,,,,,,,,,,,,,0,,,,2014,English
Federico Fazio,ar ARG,DF,Tottenham,1987,19.7,,,,,,,,,,,,,,,0,,,,2014,English
Marouane Fellaini,be BEL,MF,Manchester Utd,1987,20.3,,,,,,,,,,,,,,,0,,,,2014,English
Leroy Fer,nl NED,MF,QPR,1990,26.2,,,,,,,,,,,,,,,2,,,,2014,English
Rio Ferdinand,eng ENG,DF,QPR,1978,11,,,,,,,,,,,,,,,0,,,,2014,English
Federico Fernández,ar ARG,DF,Swansea City,1989,27.5,,,,,,,,,,,,,,,0,,,,2014,English
Fernandinho,br BRA,"DF,MF",Manchester City,1985,25.2,,,,,,,,,,,,,,,3,,,,2014,English
Fernando,br BRA,MF,Manchester City,1987,20.9,,,,,,,,,,,,,,,2,,,,2014,English
Maynor Figueroa,hn HON,DF,Hull City,1983,2.3,,,,,,,,,,,,,,,0,,,,2014,English
Mathieu Flamini,fr FRA,MF,Arsenal,1984,16.2,,,,,,,,,,,,,,,1,,,,2014,English
Darren Fletcher,sco SCO,MF,West Brom,1984,15,,,,,,,,,,,,,,,0,,,,2014,English
Darren Fletcher,sco SCO,MF,Manchester Utd,1984,4.1,,,,,,,,,,,,,,,0,,,,2014,English
Steven Fletcher,sco SCO,FW,Sunderland,1987,19.8,,,,,,,,,,,,,,,2,,,,2014,English
José Fonte,pt POR,DF,Southampton,1983,37,,,,,,,,,,,,,,,1,,,,2014,English
Fraser Forster,eng ENG,GK,Southampton,1988,29.1,,,,,,,,,,,,,,,0,,,,2014,English
Ben Foster,eng ENG,GK,West Brom,1983,27.6,,,,,,,,,,,,,,,0,,,,2014,English
Zeki Fryers,eng ENG,DF,Crystal Palace,1992,0,,,,,,,,,,,,,,,0,,,,2014,English
Jay Fulton,sco SCO,MF,Swansea City,1994,1.3,,,,,,,,,,,,,,,0,,,,2014,English
Darnell Furlong,eng ENG,DF,QPR,1995,2.5,,,,,,,,,,,,,,,0,,,,2014,English
Brendan Galloway,eng ENG,DF,Everton,1996,1.9,,,,,,,,,,,,,,,0,,,,2014,English
Cristian Gamboa,cr CRC,"DF,MF",West Brom,1989,2.7,,,,,,,,,,,,,,,1,,,,2014,English
Dominic Gape,eng ENG,MF,Southampton,1994,0,,,,,,,,,,,,,,,0,,,,2014,English
Luke Garbutt,eng ENG,"DF,MF",Everton,1993,3.2,,,,,,,,,,,,,,,0,,,,2014,English
Craig Gardner,eng ENG,MF,West Brom,1986,29.8,,,,,,,,,,,,,,,4,,,,2014,English
Florin Gardo_,ro ROU,"DF,MF",Southampton,1988,6.4,,,,,,,,,,,,,,,0,,,,2014,English
Dwight Gayle,eng ENG,FW,Crystal Palace,1990,12.2,,,,,,,,,,,,,,,1,,,,2014,English
Paulo Gazzaniga,ar ARG,GK,Southampton,1992,2,,,,,,,,,,,,,,,0,,,,2014,English
David de Gea,es ESP,GK,Manchester Utd,1990,36.8,,,,,,,,,,,,,,,0,,,,2014,English
Steven Gerrard,eng ENG,MF,Liverpool,1980,24.8,,,,,,,,,,,,,,,1,,,,2014,English
Emanuele Giaccherini,it ITA,"FW,MF",Sunderland,1985,3.4,,,,,,,,,,,,,,,0,,,,2014,English
Kieran Gibbs,eng ENG,"DF,MF",Arsenal,1989,18.4,,,,,,,,,,,,,,,3,,,,2014,English
Darron Gibson,ie IRL,MF,Everton,1987,4.6,,,,,,,,,,,,,,,0,,,,2014,English
Carles Gil,es ESP,"FW,MF",Aston Villa,1992,4,,,,,,,,,,,,,,,1,,,,2014,English
Olivier Giroud,fr FRA,FW,Arsenal,1986,20.7,,,,,,,,,,,,,,,3,,,,2014,English
Shay Given,ie IRL,GK,Aston Villa,1976,3,,,,,,,,,,,,,,,0,,,,2014,English
Jordi Gómez,es ESP,MF,Sunderland,1985,21.6,,,,,,,,,,,,,,,2,,,,2014,English
Bafétimbi Gomis,fr FRA,FW,Swansea City,1985,18.3,,,,,,,,,,,,,,,0,,,,2014,English
Yoan Gouffran,fr FRA,"FW,MF",Newcastle Utd,1986,21.8,,,,,,,,,,,,,,,1,,,,2014,English
Danny Graham,eng ENG,FW,Sunderland,1985,7,,,,,,,,,,,,,,,0,,,,2014,English
Jack Grealish,eng ENG,"FW,MF",Aston Villa,1995,9.1,,,,,,,,,,,,,,,1,,,,2014,English
Robert Green,eng ENG,GK,QPR,1980,35.4,,,,,,,,,,,,,,,0,,,,2014,English
Reece Grego-Cox,ie IRL,"FW,MF",QPR,1996,1.6,,,,,,,,,,,,,,,0,,,,2014,English
Matt Grimes,eng ENG,MF,Swansea City,1995,0.5,,,,,,,,,,,,,,,0,,,,2014,English
Adlène Guedioura,dz ALG,MF,Crystal Palace,1985,1.4,,,,,,,,,,,,,,,0,,,,2014,English
Jonás Gutiérrez,ar ARG,MF,Newcastle Utd,1983,7.1,,,,,,,,,,,,,,,1,,,,2014,English
Brad Guzan,us USA,GK,Aston Villa,1984,34,,,,,,,,,,,,,,,0,,,,2014,English
Massadio Haïdara,ml MLI,"DF,MF",Newcastle Utd,1992,12.2,,,,,,,,,,,,,,,1,,,,2014,English
Ben Hamer,eng ENG,GK,Leicester City,1987,8,,,,,,,,,,,,,,,0,,,,2014,English
Dean Hammond,eng ENG,MF,Leicester City,1983,8.6,,,,,,,,,,,,,,,0,,,,2014,English
Brede Hangeland,no NOR,DF,Crystal Palace,1981,13,,,,,,,,,,,,,,,1,,,,2014,English
Steve Harper,eng ENG,GK,Hull City,1975,9.5,,,,,,,,,,,,,,,0,,,,2014,English
Joe Hart,eng ENG,GK,Manchester City,1987,36,,,,,,,,,,,,,,,0,,,,2014,English
Eden Hazard,be BEL,"FW,MF",Chelsea,1991,37.4,,,,,,,,,,,,,,,9,,,,2014,English
Tom Heaton,eng ENG,GK,Burnley,1986,38,,,,,,,,,,,,,,,0,,,,2014,English
Jordan Henderson,eng ENG,MF,Liverpool,1990,36.2,,,,,,,,,,,,,,,9,,,,2014,English
Wayne Hennessey,wal WAL,GK,Crystal Palace,1987,2.4,,,,,,,,,,,,,,,0,,,,2014,English
Karl Henry,eng ENG,"DF,MF",QPR,1982,27.8,,,,,,,,,,,,,,,0,,,,2014,English
Rushian Hepburn-Murphy,eng ENG,FW,Aston Villa,1998,0.1,,,,,,,,,,,,,,,0,,,,2014,English
Abel Hernández,uy URU,FW,Hull City,1990,14.6,,,,,,,,,,,,,,,1,,,,2014,English
Javier Hernández,mx MEX,FW,Manchester Utd,1988,0.5,,,,,,,,,,,,,,,0,,,,2014,English
Ander Herrera,es ESP,MF,Manchester Utd,1989,20.8,,,,,,,,,,,,,,,4,,,,2014,English
Jake Hesketh,eng ENG,"FW,MF",Southampton,1996,0.6,,,,,,,,,,,,,,,0,,,,2014,English
Tony Hibbert,eng ENG,DF,Everton,1981,3.7,,,,,,,,,,,,,,,0,,,,2014,English
Clint Hill,eng ENG,DF,QPR,1978,15.6,,,,,,,,,,,,,,,0,,,,2014,English
Junior Hoilett,ca CAN,"FW,MF",QPR,1990,9.8,,,,,,,,,,,,,,,0,,,,2014,English
Lewis Holtby,de GER,MF,Tottenham,1990,0.3,,,,,,,,,,,,,,,0,,,,2014,English
Tim Howard,us USA,GK,Everton,1979,31.5,,,,,,,,,,,,,,,0,,,,2014,English
