player,nation,pos,squad,born,90s,gls,sh,sot,sot_perc,sh_per_90,sot_per_90,g_per_Sh,g_per_sot,dist,fk,pk,pk_att,year,league
Christopher Maboulou,cg CGO,FW,Bastia,1990,2.7,0,,0,,,0,,,,,0,0,2015,French
Zinédine Machach,fr FRA,"MF,FW",Toulouse,1996,9.5,1,,3,,,0.32,,0.33,,,0,0,2015,French
Mike Maignan,fr FRA,GK,Lille,1995,3.2,0,,0,,,0,,,,,0,0,2015,French
Abdul Majeed Waris,gh GHA,FW,Lorient,1991,18.3,11,,24,,,1.31,,0.38,,,2,2,2015,French
Jean-Victor Makengo,fr FRA,MF,Caen,1998,4.8,0,,0,,,0,,,,,0,0,2015,French
Steed Malbranque,fr FRA,"MF,FW",Lyon,1980,4.5,0,,1,,,0.22,,0,,,0,0,2015,French
Malcom,br BRA,"FW,MF",Bordeaux,1997,6,1,,5,,,0.84,,0.2,,,0,0,2015,French
Kévin Malcuit,ma MAR,"DF,MF",Saint-Étienne,1991,7.9,0,,0,,,0,,,,,0,0,2015,French
Wallyson Mallmann,br BRA,"FW,MF",Nice,1994,8.3,0,,5,,,0.6,,0,,,0,0,2015,French
Vincent Manceau,fr FRA,DF,Angers,1989,26.5,0,,1,,,0.04,,0,,,0,0,2015,French
Steve Mandanda,fr FRA,GK,Marseille,1985,36,0,,0,,,0,,,,,0,0,2015,French
Aïssa Mandi,dz ALG,DF,Reims,1991,31.8,5,,9,,,0.28,,0.56,,,0,0,2015,French
Kader Mangane,sn SEN,"DF,MF",Gazélec Ajaccio,1983,28.4,1,,1,,,0.04,,1,,,0,0,2015,French
Thomas Mangani,fr FRA,MF,Angers,1987,27.6,5,,14,,,0.51,,0.14,,,3,4,2015,French
Javier Manquillo,es ESP,DF,Marseille,1994,29.7,0,,2,,,0.07,,0,,,0,0,2015,French
Florian Marange,fr FRA,"DF,MF",Bastia,1986,18.5,0,,0,,,0,,,,,0,0,2015,French
Marquinhos,br BRA,DF,Paris S-G,1994,21.4,1,,3,,,0.14,,0.33,,,0,0,2015,French
Anthony Martial,fr FRA,FW,Monaco,1995,2.3,0,,0,,,0,,,,,0,0,2015,French
Johan Martial,fr FRA,DF,Troyes,1991,6.3,0,,0,,,0,,,,,0,0,2015,French
Jonas Martin,fr FRA,MF,Montpellier,1990,34.8,4,,12,,,0.34,,0.17,,,2,2,2015,French
Marvin Martin,fr FRA,MF,Lille,1988,4.7,0,,1,,,0.21,,0,,,0,0,2015,French
Pablo Martinez,fr FRA,DF,Gazélec Ajaccio,1989,24.5,0,,3,,,0.12,,0,,,0,0,2015,French
Jonathan Martins Pereira,fr FRA,DF,Troyes,1986,10,0,,0,,,0,,,,,0,0,2015,French
Jonathan Martins Pereira,fr FRA,DF,Guingamp,1986,15.4,0,,4,,,0.26,,0,,,0,0,2015,French
Joris Marveaux,mq MTQ,MF,Montpellier,1982,4.9,1,,2,,,0.41,,0.5,,,0,0,2015,French
William Matheus,br BRA,DF,Toulouse,1990,13.8,0,,0,,,0,,,,,0,0,2015,French
Lionel Mathis,fr FRA,MF,Guingamp,1981,15.4,0,,2,,,0.13,,0,,,0,0,2015,French
Blaise Matuidi,fr FRA,MF,Paris S-G,1987,22.9,4,,9,,,0.39,,0.44,,,0,0,2015,French
Robin Maulun,fr FRA,MF,Bordeaux,1996,0.6,0,,0,,,0,,,,,0,0,2015,French
Neal Maupay,fr FRA,"FW,MF",Saint-Étienne,1996,5.8,1,,3,,,0.51,,0.33,,,0,0,2015,French
Nicolas Maurice-Belay,fr FRA,"MF,FW",Bordeaux,1985,14.2,1,,3,,,0.21,,0.33,,,0,0,2015,French
Clément Maury,fr FRA,GK,Gazélec Ajaccio,1985,34,0,,0,,,0,,,,,0,0,2015,French
Chris Mavinga,cd COD,DF,Troyes,1991,17.6,0,,1,,,0.06,,0,,,0,0,2015,French
Rio Mavuba,fr FRA,MF,Lille,1984,31.2,0,,4,,,0.13,,0,,,0,0,2015,French
Maxwell,br BRA,DF,Paris S-G,1981,24.7,3,,5,,,0.2,,0.6,,,0,0,2015,French
Kévin Mayi,fr FRA,"MF,FW",Gazélec Ajaccio,1993,10.6,3,,9,,,0.85,,0.33,,,0,0,2015,French
Kylian Mbappé,fr FRA,"MF,FW",Monaco,1998,3.3,1,,2,,,0.61,,0.5,,,0,0,2015,French
Nolan Mbemba,fr FRA,FW,Lille,1995,0.7,0,,0,,,0,,,,,0,0,2015,French
Soualiho Meïté,fr FRA,"DF,MF",Lille,1994,0.6,0,,0,,,0,,,,,0,0,2015,French
Yakou Méïte,ci CIV,"FW,MF",Paris S-G,1996,0,0,,0,,,0,,,,,0,0,2015,French
Pedro Mendes,pt POR,DF,Rennes,1990,20.6,0,,0,,,0,,,,,0,0,2015,French
Ryan Mendes,cv CPV,"FW,MF",Lille,1990,1,0,,0,,,0,,,,,0,0,2015,French
Alexandre Mendy,gw GNB,FW,Nice,1994,4.2,1,,4,,,0.94,,0.25,,,0,0,2015,French
Benjamin Mendy,fr FRA,DF,Marseille,1994,21.7,1,,4,,,0.18,,0.25,,,0,0,2015,French
Nampalys Mendy,fr FRA,MF,Nice,1992,37.7,1,,1,,,0.03,,1,,,0,0,2015,French
Walid Mesloub,dz ALG,MF,Lorient,1985,23.6,1,,8,,,0.34,,0.13,,,0,0,2015,French
Mexer,mz MOZ,DF,Rennes,1988,14.5,0,,1,,,0.07,,0,,,0,0,2015,French
Omenuke Mfulu,cd COD,"MF,DF",Reims,1994,4.2,0,,0,,,0,,,,,0,0,2015,French
François Modesto,fr FRA,"DF,MF",Bastia,1978,26.9,0,,1,,,0.04,,0,,,0,0,2015,French
Wilfried Moimbé,fr FRA,DF,Nantes,1988,14.7,0,,2,,,0.14,,0,,,0,0,2015,French
Yohan Mollo,fr FRA,"FW,MF",Saint-Étienne,1989,0.2,0,,0,,,0,,,,,0,0,2015,French
Kévin Monnet-Paquet,fr FRA,"MF,FW",Saint-Étienne,1988,25.3,2,,19,,,0.75,,0.11,,,0,0,2015,French
Steven Moreira,fr FRA,"MF,DF",Rennes,1994,13.6,0,,0,,,0,,,,,0,0,2015,French
Jérémy Morel,mg MAD,DF,Lyon,1984,27.9,0,,2,,,0.07,,0,,,0,0,2015,French
Mehdi Mostefa,dz ALG,MF,Lorient,1983,1,0,,35,,,35,,0,,,0,0,2015,French
Mehdi Mostefa,dz ALG,MF,Bastia,1983,20.1,0,,1,,,0.05,,0,,,0,0,2015,French
Thiago Motta,it ITA,MF,Paris S-G,1982,26,1,,2,,,0.08,,0.5,,,0,0,2015,French
François Moubandje,ch SUI,DF,Toulouse,1990,20.8,0,,0,,,0,,,,,0,0,2015,French
Benjamin Moukandjo,cm CMR,FW,Lorient,1988,24.7,13,,26,,,1.05,,0.31,,,5,5,2015,French
Steve Mounié,bj BEN,FW,Montpellier,1994,0.4,0,,0,,,0,,,,,0,0,2015,French
Anthony Mounier,fr FRA,MF,Montpellier,1987,3,0,,2,,,0.67,,0,,,0,0,2015,French
Lucas Moura,br BRA,"FW,MF",Paris S-G,1992,25.8,9,,27,,,1.05,,0.3,,,1,1,2015,French
João Moutinho,pt POR,MF,Monaco,1986,23.6,1,,8,,,0.34,,0.13,,,0,0,2015,French
Rémi Mulumba,cd COD,MF,Lorient,1992,1.7,0,,2,,,1.17,,0,,,0,0,2015,French
Yrondu Musavu-King,ga GAB,DF,Lorient,1992,2.1,0,,0,,,0,,,,,0,0,2015,French
Arnold Mvuemba,cd COD,MF,Lyon,1985,3.2,0,,1,,,0.31,,0,,,0,0,2015,French
Mahamadou N'Diaye,ml MLI,DF,Troyes,1990,0.1,0,,0,,,0,,,,,0,0,2015,French
Mamadou N'Diaye,sn SEN,DF,Montpellier,1995,1.6,0,,0,,,0,,,,,0,0,2015,French
Cheikh N'Doye,sn SEN,MF,Angers,1986,30.8,9,,17,,,0.55,,0.53,,,0,0,2015,French
David N'Gog,fr FRA,FW,Reims,1989,9.5,3,,11,,,1.16,,0.27,,,0,1,2015,French
Georges-Kévin N'Koudou,fr FRA,MF,Marseille,1995,23.1,5,,19,,,0.82,,0.26,,,0,0,2015,French
Lenny Nangis,fr FRA,"FW,MF",Caen,1994,1.9,0,,1,,,0.52,,0,,,0,0,2015,French
Lenny Nangis,fr FRA,FW,Lille,1994,3.7,0,,1,,,0.27,,0,,,0,0,2015,French
Paul Nardi,fr FRA,GK,Monaco,1994,2,0,,0,,,0,,,,,0,0,2015,French
Aly Ndom,fr FRA,MF,Reims,1996,3.9,0,,1,,,0.26,,0,,,0,0,2015,French
Axel Ngando,fr FRA,MF,Bastia,1993,14.4,2,,4,,,0.28,,0.5,,,0,0,2015,French
Anele Ngcongca,za RSA,DF,Troyes,1987,18.9,0,,1,,,0.05,,0,,,0,0,2015,French
Guy Ngosso,cm CMR,MF,Angers,1985,1.7,0,,0,,,0,,,,,0,0,2015,French
Casimir Ninga,td CHA,"FW,MF",Montpellier,1993,22,7,,23,,,1.04,,0.3,,,0,0,2015,French
Pavle Ninkov,rs SRB,"DF,MF",Toulouse,1985,5.7,0,,0,,,0,,,,,0,0,2015,French
Benjamin Nivet,fr FRA,MF,Troyes,1977,27,3,,11,,,0.41,,0,,,3,3,2015,French
Jordan Nkololo,cd COD,"MF,FW",Caen,1992,5.9,0,,5,,,0.84,,0,,,0,0,2015,French
Nicolas Nkoulou,cm CMR,DF,Marseille,1990,32.7,0,,1,,,0.03,,0,,,0,0,2015,French
Christopher Nkunku,fr FRA,MF,Paris S-G,1997,3.6,0,,0,,,0,,,,,0,0,2015,French
Jean-Pierre Nsame,cm CMR,FW,Angers,1993,0.7,0,,0,,,0,,,,,0,0,2015,French
Paul-Georges Ntep,cm CMR,"FW,MF",Rennes,1992,10.2,2,,7,,,0.68,,0.29,,,0,1,2015,French
Saidi Ntibazonkiza,bi BDI,"MF,FW",Caen,1987,6.7,1,,6,,,0.9,,0.17,,,0,0,2015,French
Mounir Obbadi,ma MAR,MF,Lille,1983,25.6,1,,6,,,0.23,,0.17,,,0,0,2015,French
Lucas Ocampos,ar ARG,"MF,FW",Marseille,1994,8.6,1,,5,,,0.58,,0.2,,,0,0,2015,French
Hervin Ongenda,fr FRA,"MF,FW",Paris S-G,1995,3.9,1,,3,,,0.78,,0.33,,,0,0,2015,French
Prince Oniangué,cg CGO,MF,Reims,1988,23.3,4,,12,,,0.52,,0.33,,,0,0,2015,French
Quentin Othon,fr FRA,"DF,FW",Troyes,1988,6.5,1,,1,,,0.15,,1,,,0,0,2015,French
Adam Ounas,dz ALG,"FW,MF",Bordeaux,1996,14.6,5,,21,,,1.44,,0.24,,,0,0,2015,French
Pablo,br BRA,DF,Bordeaux,1991,14.8,1,,3,,,0.2,,0.33,,,0,0,2015,French
Vincent Pajot,fr FRA,MF,Saint-Étienne,1990,19.5,1,,7,,,0.36,,0.14,,,0,0,2015,French
Nicolas Pallois,fr FRA,DF,Bordeaux,1987,17,1,,1,,,0.06,,1,,,0,0,2015,French
Julian Palmieri,fr FRA,"DF,MF",Bastia,1986,32.7,2,,7,,,0.21,,0.29,,,0,0,2015,French
Mario Pašalić,hr CRO,MF,Monaco,1995,11.1,3,,7,,,0.63,,0.43,,,0,0,2015,French
Javier Pastore,ar ARG,MF,Paris S-G,1989,9.7,2,,6,,,0.62,,0.33,,,0,0,2015,French
Benjamin Pavard,fr FRA,"DF,MF",Lille,1996,7,0,,1,,,0.14,,0,,,0,0,2015,French
Pape Paye,fr FRA,"DF,MF",Lorient,1990,7.6,0,,1,,,0.13,,0,,,0,0,2015,French
Yohann Pelé,fr FRA,GK,Marseille,1982,2,0,,0,,,0,,,,,0,0,2015,French
Brayan Perea,co COL,FW,Troyes,1993,5.7,0,,2,,,0.35,,0,,,0,0,2015,French
Ricardo Pereira,pt POR,DF,Nice,1993,25.3,0,,1,,,0.04,,0,,,0,0,2015,French
Gaëtan Perrin,fr FRA,MF,Lyon,1996,0.4,1,,1,,,2.81,,1,,,0,0,2015,French
Loïc Perrin,fr FRA,DF,Saint-Étienne,1985,23.4,3,,9,,,0.39,,0.33,,,0,0,2015,French
Aleksandar Pešić,rs SRB,"FW,MF",Toulouse,1992,6.9,2,,3,,,0.44,,0.67,,,0,0,2015,French
Denis Petrić,rs SRB,GK,Troyes,1988,9,0,,0,,,0,,,,,0,0,2015,French
Denis Petrić,rs SRB,GK,Angers,1988,2,0,,0,,,0,,,,,0,0,2015,French
Alexi Peuget,fr FRA,"MF,FW",Reims,1990,7.4,0,,2,,,0.27,,0,,,0,0,2015,French
Mathieu Peybernes,fr FRA,DF,Bastia,1990,22.7,0,,0,,,0,,,,,0,0,2015,French
Romain Philippoteaux,fr FRA,"MF,FW",Lorient,1988,15.9,0,,4,,,0.25,,0,,,0,0,2015,French
Jessy Pi,fr FRA,MF,Troyes,1993,35.3,3,,17,,,0.48,,0.18,,,0,0,2015,French
Jérémy Pied,fr FRA,DF,Nice,1989,32.9,0,,4,,,0.12,,0,,,0,0,2015,French
Ronaël Pierre-Gabriel,fr FRA,DF,Saint-Étienne,1998,3.6,0,,0,,,0,,,,,0,0,2015,French
Erin Pinheiro,cv CPV,MF,Saint-Étienne,1997,0.2,0,,0,,,0,,,,,0,0,2015,French
Laurent Pionnier,fr FRA,GK,Montpellier,1982,25,0,,0,,,0,,,,,0,0,2015,French
Johny Placide,ht HAI,GK,Reims,1988,18,0,,0,,,0,,,,,0,0,2015,French
Jaroslav Plašil,cz CZE,MF,Bordeaux,1982,24.4,3,,8,,,0.33,,0.38,,,0,0,2015,French
Alassane Pléa,fr FRA,FW,Nice,1993,15.6,6,,21,,,1.35,,0.29,,,0,0,2015,French
Florentin Pogba,gn GUI,DF,Saint-Étienne,1990,21.6,0,,0,,,0,,,,,0,0,2015,French
Louis Poggi,fr FRA,MF,Gazélec Ajaccio,1984,8.7,0,,3,,,0.34,,0,,,0,0,2015,French
Pierre-Yves Polomat,fr FRA,"DF,MF",Saint-Étienne,1993,10.2,0,,1,,,0.1,,0,,,0,0,2015,French
Jérémie Porsan-Clémenté,fr FRA,FW,Marseille,1997,0,0,,0,,,0,,,,,0,0,2015,French
Maxime Poundjé,fr FRA,DF,Bordeaux,1992,14,0,,2,,,0.14,,0,,,0,0,2015,French
Simon Pouplin,fr FRA,GK,Nice,1985,0.4,0,,0,,,0,,,,,0,0,2015,French
Nicolas de Préville,fr FRA,"FW,MF",Reims,1991,32.4,6,,38,,,1.17,,0.16,,,0,0,2015,French
Jérôme Prior,fr FRA,GK,Bordeaux,1995,12,0,,0,,,0,,,,,0,0,2015,French
Sloan Privat,fr FRA,FW,Guingamp,1989,13.9,7,,14,,,1.01,,0.5,,,0,1,2015,French
Paulin Puel,fr FRA,FW,Nice,1997,2.1,0,,1,,,0.47,,0,,,0,0,2015,French
Grégory Pujol,fr FRA,FW,Gazélec Ajaccio,1980,12.7,5,,12,,,0.95,,0.42,,,0,0,2015,French
Juan Quintero,co COL,"MF,FW",Rennes,1993,9,1,,3,,,0.33,,0.33,,,0,0,2015,French
Antoine Rabillard,fr FRA,FW,Marseille,1995,1,1,,2,,,2.09,,0.5,,,0,0,2015,French
Adrien Rabiot,fr FRA,MF,Paris S-G,1995,17.9,1,,5,,,0.28,,0.2,,,0,0,2015,French
Rafael,br BRA,DF,Lyon,1990,16.1,1,,6,,,0.37,,0.17,,,0,0,2015,French
Albert Rafetraniaina,mg MAD,"DF,MF",Nice,1996,0,0,,0,,,0,,,,,0,0,2015,French
Andrea Raggi,it ITA,DF,Monaco,1984,29,2,,4,,,0.14,,0.5,,,0,0,2015,French
Stéphan Raheriharimanana,mg MAD,MF,Nice,1993,0.8,0,,0,,,0,,,,,0,0,2015,French
Alexandre Raineau,fr FRA,DF,Caen,1986,3.6,0,,0,,,0,,,,,0,0,2015,French
Antony Ranieri,fr FRA,FW,Nice,1997,0.1,0,,0,,,0,,,,,0,0,2015,French
Florian Raspentino,fr FRA,"FW,MF",Bastia,1989,5.7,1,,2,,,0.35,,0.5,,,0,0,2015,French
Adrien Regattin,ma MAR,"MF,FW",Toulouse,1991,16.9,1,,12,,,0.71,,0.08,,,0,0,2015,French
Karim Rekik,nl NED,DF,Marseille,1994,22.6,1,,2,,,0.09,,0.5,,,0,0,2015,French
William Rémy,fr FRA,"DF,MF",Montpellier,1991,26.6,0,,3,,,0.11,,0,,,0,0,2015,French
Anthony Ribelin,fr FRA,FW,Montpellier,1996,0.6,0,,0,,,0,,,,,0,0,2015,French
Kévin Rimane,gf GUF,"DF,MF",Paris S-G,1991,0,0,,0,,,0,,,,,0,0,2015,French
Rincón,br BRA,DF,Troyes,1987,7.9,0,,2,,,0.25,,0,,,0,0,2015,French
Rémy Riou,fr FRA,GK,Nantes,1987,31,0,,0,,,0,,,,,0,0,2015,French
Ronny Rodelin,fr FRA,MF,Lille,1989,0.7,0,,20,,,26.87,,0,,,0,0,2015,French
Ronny Rodelin,fr FRA,"FW,MF",Caen,1989,31,10,,28,,,0.9,,0.36,,,0,0,2015,French
Hugo Rodriguez,fr FRA,MF,Reims,1991,1.9,0,,1,,,0.53,,0,,,0,0,2015,French
Diego Rolán,uy URU,"FW,MF",Bordeaux,1993,23.6,7,,19,,,0.81,,0.37,,,0,0,2015,French
Rolando,pt POR,DF,Marseille,1985,18.1,1,,3,,,0.17,,0.33,,,0,0,2015,French
Julien Romain,fr FRA,FW,Bastia,1996,1.8,2,,2,,,1.1,,1,,,0,0,2015,French
Alaixys Romao,tg TOG,MF,Marseille,1984,13.9,1,,5,,,0.36,,0.2,,,0,0,2015,French
Valentin Rongier,fr FRA,MF,Nantes,1994,8.2,1,,2,,,0.24,,0.5,,,0,0,2015,French
Lindsay Rose,mu MRI,"DF,MF",Lorient,1992,10,0,,4,,,0.4,,0,,,0,0,2015,French
Lindsay Rose,mu MRI,DF,Lyon,1992,1,0,,4,,,4,,0,,,0,0,2015,French
Jérôme Roussillon,fr FRA,"DF,MF",Montpellier,1993,29.5,3,,6,,,0.2,,0.5,,,0,0,2015,French
Nolan Roux,fr FRA,FW,Saint-Étienne,1988,21.8,9,,24,,,1.1,,0.33,,,1,1,2015,French
Stéphane Ruffier,fr FRA,GK,Saint-Étienne,1986,38,0,,0,,,0,,,,,0,0,2015,French
Youssouf Sabaly,sn SEN,DF,Nantes,1993,27.8,2,,4,,,0.14,,0.5,,,0,0,2015,French
Wesley Saïd,fr FRA,"FW,MF",Rennes,1995,0.1,0,,0,,,0,,,,,0,0,2015,French
Jamel Saihi,tn TUN,MF,Montpellier,1987,6.6,0,,2,,,0.3,,0,,,0,0,2015,French
Romain Saïss,ma MAR,"MF,DF",Angers,1990,34.5,2,,11,,,0.32,,0.18,,,0,0,2015,French
Henri Saivet,sn SEN,MF,Bordeaux,1990,17.3,2,,5,,,0.29,,0.4,,,0,0,2015,French
Emiliano Sala,ar ARG,"FW,MF",Nantes,1990,21.8,6,,22,,,1.01,,0.27,,,0,0,2015,French
Yannis Salibur,fr FRA,"MF,FW",Guingamp,1991,25.9,7,,23,,,0.89,,0.3,,,0,0,2015,French
Sebastien Salles-Lamonge,fr FRA,MF,Rennes,1996,1.2,0,,1,,,0.83,,0,,,0,0,2015,French
Mamadou Samassa,ml MLI,GK,Guingamp,1990,1,0,,0,,,0,,,,,0,0,2015,French
Lamine Sané,sn SEN,DF,Bordeaux,1987,10.3,0,,0,,,0,,,,,0,0,2015,French
Younousse Sankharé,sn SEN,MF,Guingamp,1989,32.4,6,,12,,,0.37,,0.5,,,0,0,2015,French
Morgan Sanson,fr FRA,MF,Montpellier,1994,6.2,3,,3,,,0.48,,1,,,0,0,2015,French
Bouna Sarr,gn GUI,"MF,FW",Marseille,1992,11.1,2,,6,,,0.54,,0.33,,,0,0,2015,French
Matthieu Saunier,fr FRA,DF,Troyes,1990,26.8,0,,2,,,0.07,,0,,,0,0,2015,French
Ole Selnæs,no NOR,MF,Saint-Étienne,1994,1.9,0,,0,,,0,,,,,0,0,2015,French
Jean Seri,ci CIV,MF,Nice,1991,34.5,3,,18,,,0.52,,0.17,,,0,0,2015,French
Mathias Serin,fr FRA,MF,Angers,1991,0,0,,0,,,0,,,,,0,0,2015,French
Kassim Abdallah,km COM,DF,Evian,1987,28.7,0,,0,,,0,,,,,0,0,2014,French
Aymen Abdennour,tn TUN,DF,Monaco,1989,16.9,0,,1,,,0.06,,0,,,0,0,2014,French
Rafidine Abdullah,km COM,MF,Lorient,1994,16.9,0,,2,,,0.12,,0,,,0,0,2014,French
Vincent Aboubakar,cm CMR,FW,Lorient,1992,2,1,,2,,,1,,0,,,1,1,2014,French
Karim Achahbar,ma MAR,FW,Guingamp,1996,0.2,0,,0,,,0,,,,,0,0,2014,French
Jordan Adéoti,bj BEN,"DF,MF",Caen,1989,19.4,0,,2,,,0.1,,0,,,0,0,2014,French
Kossi Agassa,tg TOG,GK,Reims,1978,16,0,,0,,,0,,,,,0,0,2014,French
Abel Aguilar,co COL,MF,Toulouse,1985,18.5,0,,1,,,0.05,,0,,,0,0,2014,French
Ali Ahamada,km COM,GK,Toulouse,1991,23,0,,0,,,0,,,,,0,0,2014,French
Jean-Daniel Akpa-Akpro,ci CIV,"DF,MF",Toulouse,1992,26.8,2,,6,,,0.22,,0.33,,,0,0,2014,French
Mads Albæk,dk DEN,MF,Reims,1990,7.2,0,,2,,,0.28,,0,,,0,0,2014,French
Romain Alessandrini,fr FRA,"FW,MF",Marseille,1989,14,3,,9,,,0.64,,0.33,,,0,0,2014,French
Chaker Alhadhur,km COM,"DF,MF",Nantes,1991,12.3,0,,4,,,0.33,,0,,,0,1,2014,French
Rachid Alioui,ma MAR,FW,Guingamp,1992,2.4,0,,1,,,0.42,,0,,,0,0,2014,French
Baptiste Aloé,fr FRA,DF,Marseille,1994,5.1,1,,1,,,0.2,,1,,,0,0,2014,French
Jordan Amavi,fr FRA,DF,Nice,1994,35.9,4,,6,,,0.17,,0.67,,,0,0,2014,French
Gaël Andonian,am ARM,DF,Marseille,1995,0.1,0,,0,,,0,,,,,0,0,2014,French
Federico Andrada,ar ARG,FW,Metz,1994,3.2,0,,1,,,0.31,,0,,,0,0,2014,French
Benjamin André,fr FRA,"DF,MF",Rennes,1990,15.1,1,,2,,,0.13,,0.5,,,0,0,2014,French
Benjamin Angoua,ci CIV,DF,Guingamp,1986,17.1,0,,2,,,0.12,,0,,,0,0,2014,French
Aldo Angoula,fr FRA,DF,Evian,1981,6.5,0,,1,,,0.15,,0,,,0,0,2014,French
Dennis Appiah,fr FRA,"DF,MF",Caen,1992,28.6,0,,1,,,0.04,,0,,,0,0,2014,French
Alphonse Areola,fr FRA,GK,Bastia,1993,35,0,,0,,,0,,,,,0,0,2014,French
Fernando Aristeguieta,ve VEN,FW,Nantes,1992,1.9,0,,1,,,0.53,,0,,,0,0,2014,French
Sylvain Armand,fr FRA,DF,Rennes,1980,36,1,,2,,,0.06,,0.5,,,0,0,2014,French
Eliran Atar,il ISR,FW,Reims,1987,0.1,0,,0,,,0,,,,,0,0,2014,French
Samuel Atrous,fr FRA,GK,Lens,1990,1,0,,0,,,0,,,,,0,0,2014,French
Fabien Audard,fr FRA,GK,Lorient,1978,0,0,,0,,,0,,,,,0,0,2014,French
Johan Audel,mq MTQ,"FW,MF",Nantes,1983,14,3,,9,,,0.64,,0.33,,,0,0,2014,French
Serge Aurier,ci CIV,"DF,MF",Paris S-G,1992,12.6,0,,4,,,0.32,,0,,,0,0,2014,French
Mathias Autret,fr FRA,MF,Lorient,1991,3.1,1,,4,,,1.27,,0.25,,,0,0,2014,French
André Ayew,gh GHA,"FW,MF",Marseille,1989,26.5,10,,26,,,0.98,,0.38,,,0,0,2014,French
Jordan Ayew,gh GHA,"FW,MF",Lorient,1991,29,12,,48,,,1.65,,0.19,,,3,3,2014,French
Floyd Ayité,tg TOG,"FW,MF",Bastia,1988,25.9,6,,20,,,0.77,,0.3,,,0,0,2014,French
Abdoul Ba,mr MTN,DF,Lens,1994,4.8,0,,1,,,0.21,,0,,,0,0,2014,French
El-Hadji Ba,fr FRA,MF,Bastia,1993,6.3,0,,0,,,0,,,,,0,0,2014,French
Ludovic Baal,gf GUF,"DF,MF",Lens,1986,26.7,0,,2,,,0.07,,0,,,0,0,2014,French
Maxime Baca,fr FRA,DF,Guingamp,1983,12,0,,0,,,0,,,,,0,0,2014,French
Jean-Christophe Bahebeck,fr FRA,"FW,MF",Paris S-G,1993,6.2,2,,5,,,0.81,,0.4,,,0,0,2014,French
Farès Bahlouli,fr FRA,MF,Lyon,1995,0.6,0,,0,,,0,,,,,0,0,2014,French
Djamel Bakar,km COM,"FW,MF",Montpellier,1989,3.1,1,,5,,,1.61,,0.2,,,0,1,2014,French
Tiemoué Bakayoko,fr FRA,MF,Monaco,1994,9.3,0,,0,,,0,,,,,0,0,2014,French
Florent Balmont,fr FRA,MF,Lille,1980,24.1,1,,7,,,0.29,,0.14,,,0,0,2014,French
Jonathan Bamba,fr FRA,"FW,MF",Saint-Étienne,1996,0.2,0,,0,,,0,,,,,0,0,2014,French
Yacine Bammou,ma MAR,"FW,MF",Nantes,1991,25.5,4,,22,,,0.86,,0.18,,,0,0,2014,French
Ismaël Bangoura,gn GUI,FW,Nantes,1985,7.7,1,,5,,,0.65,,0.2,,,0,0,2014,French
Cédric Barbosa,fr FRA,MF,Evian,1976,19.1,4,,7,,,0.37,,0.57,,,0,0,2014,French
Abdelaziz Barrada,ma MAR,MF,Marseille,1989,3.1,1,,3,,,0.97,,0.33,,,0,0,2014,French
Lucas Barrios,py PAR,FW,Montpellier,1984,25.1,11,,20,,,0.8,,0.45,,,2,4,2014,French
Maxime Barthelmé,fr FRA,"FW,MF",Lorient,1988,8.6,0,,2,,,0.23,,0,,,0,0,2014,French
Marko Baša,me MNE,DF,Lille,1982,28.6,1,,4,,,0.14,,0.25,,,0,1,2014,French
Sacha Bastien,fr FRA,GK,Reims,1995,0.2,0,,0,,,0,,,,,0,0,2014,French
Michy Batshuayi,be BEL,FW,Marseille,1993,10.1,9,,17,,,1.68,,0.53,,,0,1,2014,French
Éric Bauthéac,fr FRA,"FW,MF",Nice,1987,28.6,8,,18,,,0.63,,0.28,,,3,3,2014,French
Moustapha Bayal Sall,sn SEN,DF,Saint-Étienne,1985,22.8,1,,2,,,0.09,,0.5,,,0,0,2014,French
Paul Baysse,fr FRA,DF,Saint-Étienne,1988,7,1,,1,,,0.14,,1,,,0,0,2014,French
Hervé Bazile,ht HAI,MF,Caen,1990,19.3,7,,14,,,0.72,,0.5,,,0,0,2014,French
Claudio Beauvue,GPE,"FW,MF",Guingamp,1988,33.2,17,,40,,,1.21,,0.28,,,6,6,2014,French
Henri Bedimo,cm CMR,DF,Lyon,1984,23.9,0,,3,,,0.13,,0,,,0,0,2014,French
Alejandro Bedoya,us USA,"FW,MF",Nantes,1987,21,3,,11,,,0.52,,0.27,,,0,0,2014,French
François Bellugou,fr FRA,"DF,MF",Lorient,1987,19,2,,2,,,0.11,,1,,,0,0,2014,French
Valentin Belon,fr FRA,GK,Lens,1995,5.8,0,,0,,,0,,,,,0,0,2014,French
Wissam Ben Yedder,fr FRA,"FW,MF",Toulouse,1990,31.8,14,,38,,,1.2,,0.32,,,2,2,2014,French
Fakhreddine Ben Youssef,tn TUN,"FW,MF",Metz,1991,2.7,0,,2,,,0.75,,0,,,0,0,2014,French
Youssef Benali,ma MAR,"FW,MF",Toulouse,1995,0.4,0,,0,,,0,,,,,0,0,2014,French
Nicolas Benezet,fr FRA,"FW,MF",Evian,1991,6,0,,3,,,0.5,,0,,,0,0,2014,French
Nicolas Benezet,fr FRA,"FW,MF",Caen,1991,6.4,4,,9,,,1.41,,0.44,,,0,0,2014,French
Saïd Benrahma,dz ALG,"FW,MF",Nice,1995,2.2,1,,2,,,0.92,,0.5,,,0,0,2014,French
